compound_id	CduftD	CpiwP	CsdiC	C<hpC	C<ioC	Chp>C	Cio>C
Q3496452	0	1	0	0	0	0	0
Q3498021	0	0	0	0	0	1	0
Q3515	4	0	1	0	0	0	0
Q352348	1	3	0	0	0	0	0
Q3530324	0	1	0	0	0	0	0
Q353551	1	0	0	0	0	0	0
Q3557001	0	1	0	0	0	0	0
Q3563148	0	9	0	0	0	0	0
Q3570984	0	1	0	0	0	0	0
Q3604561	0	0	0	0	0	1	0
Q3609421	1	0	0	0	0	0	0
Q3611854	2	6	0	0	0	0	0
Q361627	0	0	0	0	0	1	0
Q3617574	2	1	0	0	0	0	0
Q3618715	0	0	0	0	0	1	0
Q3633651	0	1	0	0	0	0	0
Q3637540	0	0	0	0	0	0	1
Q3639734	0	7	0	0	0	0	0
Q3655338	0	2	0	0	0	0	0
Q3664175	3	0	0	0	0	0	0
Q367700	7	6	0	0	0	0	0
Q367849	0	0	0	0	0	1	0
Q367994	0	0	0	0	0	1	0
Q3680968	0	0	0	0	0	1	0
Q368941	0	2	0	0	0	0	0
Q3701934	0	0	0	0	0	1	0
Q370244	2	0	0	0	0	0	0
Q3702534	0	3	0	0	0	0	0
Q3706873	0	0	0	0	0	0	1
Q3706987	1	3	0	0	0	0	0
Q3712521	1	2	37	0	0	0	0
Q371940	0	0	0	0	0	1	0
Q372539	0	5	0	0	0	0	0
Q372598	4	0	0	0	0	0	0
Q372725	1	0	0	0	0	0	0
Q3728177	1	0	0	0	0	0	0
Q3742404	1	0	0	0	0	0	0
Q3743642	0	3	0	0	0	0	0
Q3746859	0	0	0	0	0	1	0
Q375613	6	0	0	0	0	0	0
Q375837	0	1	0	0	0	0	0
Q3765251	0	0	11	0	0	0	0
Q377159	0	0	0	0	0	1	0
Q377342	3	1	0	0	0	0	0
Q3790542	3	2	0	0	0	0	0
Q3791612	1	1	37	0	0	0	0
Q3791889	0	0	0	0	0	1	0
Q3791957	4	0	0	0	0	0	0
Q3791968	0	0	0	0	0	1	0
Q3800087	1	1	0	0	0	0	0
Q3809435	0	0	0	0	0	1	0
Q3822815	1	0	0	0	0	0	0
Q3831371	1	0	0	0	0	0	0
Q3832559	0	1	0	0	0	0	0
Q3837481	7	0	0	0	0	0	0
Q384111	0	1	0	0	0	0	0
Q384295	3	4	1	0	0	0	0
Q3843044	1	0	0	0	0	0	0
Q384993	2	0	0	0	0	0	0
Q385347	0	2	0	0	0	0	0
Q385370	4	1	0	0	0	0	0
Q386119	1	0	0	0	0	0	0
Q386441	2	1	0	0	0	0	0
Q3869319	0	2	0	0	0	0	0
Q3869873	2	0	0	0	0	0	0
Q3877030	3	1	0	0	0	0	0
Q3877355	1	0	0	0	0	0	0
Q3877360	0	0	0	0	0	1	0
Q3877880	0	1	0	0	0	0	0
Q3885848	0	1	0	0	0	0	0
Q388801	8	3	0	0	0	0	0
Q3888693	0	4	0	0	0	0	0
Q3891664	2	2	0	0	0	0	0
Q3905512	1	0	0	0	0	0	0
Q3905617	0	2	0	0	0	0	0
Q3906700	3	0	0	0	0	0	0
Q39111	1	10	0	0	0	0	0
Q3916635	0	0	0	0	0	1	0
Q392227	0	1	0	0	0	0	0
Q3927871	1	0	0	0	0	0	0
Q393339	0	2	0	0	0	0	0
Q3935297	1	0	10	0	0	0	0
Q3937260	0	12	0	0	0	0	0
Q394317	0	1	0	0	0	0	0
Q3950557	5	0	0	0	0	0	0
Q395229	0	5	0	0	0	0	0
Q3954753	0	0	0	0	0	2	0
Q3976824	2	0	0	0	0	0	0
Q3976827	5	0	0	0	0	0	0
Q3978097	0	2	0	0	0	0	0
Q3981685	2	3	0	0	0	0	0
Q3983056	0	0	0	0	0	1	0
Q3985253	1	1	0	0	0	0	0
Q3992411	3	0	1	0	0	0	0
Q3993743	1	0	0	0	0	0	0
Q4006490	2	1	0	0	0	0	0
Q4016981	0	4	0	0	0	0	0
Q4021708	0	1	0	0	0	0	0
Q402613	0	1	0	0	0	0	0
Q402633	4	0	35	0	0	0	0
Q402719	0	1	0	0	0	0	0
Q4032852	0	0	0	1	0	0	0
Q4036893	0	5	0	0	0	0	0
Q403721	0	0	0	0	0	0	1
Q4039091	0	0	0	1	0	0	0
Q4042503	0	7	0	0	0	0	0
Q4063088	0	0	0	0	0	1	0
Q4063441	0	2	0	0	0	0	0
Q4063726	0	0	0	0	0	1	0
Q4064280	0	0	0	0	0	1	0
Q4064281	0	0	0	0	0	1	0
Q4064283	0	0	0	0	0	1	0
Q4064285	0	0	0	0	0	1	0
Q4064287	0	0	0	0	0	1	0
Q4067024	0	0	0	0	0	1	0
Q4067025	0	0	0	0	0	2	0
Q4069955	0	0	0	0	0	1	0
Q407204	1	0	0	0	0	0	0
Q407217	0	2	0	0	0	0	0
Q407241	4	1	0	0	0	0	0
Q4072449	4	0	0	0	0	0	0
Q407258	0	0	0	0	0	1	0
Q407270	0	0	0	0	0	1	0
Q407300	0	0	0	0	0	1	0
Q407308	2	4	0	0	0	0	0
Q407324	0	4	0	0	0	0	0
Q407329	0	2	0	0	0	0	0
Q4073292	0	0	0	0	0	1	0
Q4073298	0	0	0	0	0	1	0
Q4073301	0	0	0	0	0	1	0
Q407350	1	0	0	0	6	0	0
Q407392	0	0	0	0	0	1	0
Q407411	0	1	0	0	0	0	0
Q407418	1	2	0	0	0	0	0
Q407426	0	6	0	0	0	0	0
Q407431	3	1	35	0	0	0	0
Q407520	0	0	0	0	0	0	1
Q407541	0	3	4	0	0	0	0
Q407548	9	0	0	0	0	0	0
Q407592	0	0	5	0	0	0	0
Q407605	0	0	0	0	0	1	0
Q407617	6	1	5	0	0	0	0
Q407646	3	0	0	0	0	0	0
Q407654	0	0	0	0	2	0	0
Q407666	0	0	0	0	0	1	0
Q407699	0	8	0	0	0	0	0
Q407721	2	2	0	0	0	0	0
Q407781	0	2	5	0	0	0	0
Q407796	0	2	0	0	0	0	0
Q407841	2	2	0	0	0	0	0
Q407883	15	1	6	0	0	2	0
Q407931	2	0	0	0	0	0	0
Q407952	0	2	0	0	0	0	0
Q407972	6	15	37	0	0	0	0
Q407988	8	3	0	0	0	0	0
Q407997	0	0	0	0	2	0	0
Q408032	1	0	0	0	0	0	0
Q408163	3	1	37	0	0	0	0
Q408265	5	1	0	0	0	0	0
Q408300	0	5	0	0	0	0	0
Q408323	0	0	0	0	0	1	0
Q408403	0	0	0	0	0	1	0
Q408422	0	0	0	0	0	1	0
Q408427	1	0	0	0	0	0	0
Q408432	1	2	5	0	0	0	0
Q408445	0	0	0	0	0	1	0
Q408464	0	0	0	0	0	1	0
Q408470	0	0	0	0	0	1	0
Q408471	6	1	5	0	0	0	0
Q408524	30	0	0	0	0	0	0
Q408529	2	0	0	0	0	0	0
Q408535	3	8	0	0	0	0	0
Q408556	2	3	0	0	0	0	0
Q408557	0	2	0	0	0	0	0
Q408570	4	0	0	0	0	0	0
Q408588	0	6	0	0	0	0	0
Q408637	0	0	37	0	0	0	0
Q408641	0	1	0	0	0	0	0
Q408676	3	2	1	0	0	0	0
Q4087	0	0	0	1	0	0	0
Q408717	0	1	0	0	0	0	0
Q408724	1	0	0	0	0	0	0
Q4087265	0	0	0	0	0	1	0
Q408732	0	4	0	0	0	0	0
Q408801	4	2	1	0	0	0	0
Q408840	0	1	0	0	0	0	0
Q408883	0	1	0	0	0	0	0
Q408892	0	0	0	0	0	1	0
Q408915	0	2	0	0	0	0	0
Q408963	0	3	0	0	0	0	0
Q408977	5	1	0	0	0	0	0
Q409035	0	0	0	0	0	1	0
Q409041	0	0	0	0	0	1	0
Q409057	0	0	0	0	0	0	1
Q409173	0	0	0	0	0	1	0
Q409192	2	3	1	0	0	0	0
Q409199	1	0	0	0	0	0	0
Q409221	0	0	0	1	0	0	0
Q409224	0	0	0	0	0	1	0
Q409231	6	3	1	0	0	0	0
Q409236	4	1	7	0	0	0	0
Q409251	2	0	0	0	0	1	0
Q409262	3	0	0	0	0	0	0
Q409279	0	0	0	0	0	1	0
Q409288	0	0	0	0	0	1	0
Q409314	0	0	0	0	0	1	0
Q409319	0	0	0	1	0	0	0
Q4093687	0	0	0	0	0	1	0
Q4093688	0	0	0	0	0	1	0
Q4093690	0	0	0	0	0	1	0
Q4093694	0	0	0	0	0	1	0
Q409375	0	0	0	0	0	0	1
Q409439	0	8	0	0	0	0	0
Q409468	4	2	0	0	0	0	0
Q409492	8	4	1	0	0	0	0
Q4095199	4	0	0	0	0	0	0
Q409583	0	1	0	0	0	0	0
Q409587	3	3	0	0	0	0	0
Q409595	1	0	38	0	0	0	0
Q409602	0	0	0	0	0	0	1
Q409632	1	0	0	0	0	0	0
Q409641	0	2	0	0	0	0	0
Q409665	1	0	0	0	0	0	0
Q409672	6	2	42	0	0	0	0
Q4096863	0	0	0	0	0	1	0
Q4096864	0	0	0	0	0	1	0
Q4096868	0	0	0	0	0	1	0
Q4096869	0	0	0	0	0	1	0
Q4096870	0	0	0	0	0	1	0
Q4096876	0	0	0	0	0	1	0
Q4096877	0	0	0	0	0	1	0
Q4096878	0	0	0	0	0	1	0
Q4096879	0	0	0	0	0	1	0
Q4096880	0	0	0	0	0	1	0
Q4096881	0	0	0	0	0	1	0
Q4096882	0	0	0	0	0	1	0
Q4096883	0	0	0	0	0	1	0
Q4096884	0	0	0	0	0	1	0
Q4096885	0	0	0	0	0	1	0
Q4096887	0	0	0	0	0	1	0
Q4096889	0	0	0	0	0	1	0
Q4096891	0	0	0	0	0	1	0
Q4096892	0	0	0	0	0	1	0
Q4096893	0	0	0	0	0	1	0
Q4096894	0	0	0	0	0	1	0
Q4096897	0	0	0	0	0	1	0
Q4096898	0	0	0	0	0	1	0
Q409697	1	0	0	0	0	0	0
Q409721	0	2	0	0	0	0	0
Q409739	0	0	0	0	0	1	0
Q409761	1	4	0	0	0	0	0
Q409898	0	2	0	0	0	0	0
Q409903	0	0	0	0	0	1	0
Q409921	0	0	0	0	1	0	0
Q409948	0	2	0	0	0	0	0
Q410011	1	1	37	0	0	0	0
Q410026	0	0	0	0	0	1	0
Q410040	0	1	0	0	0	0	0
Q410061	0	1	43	0	0	0	0
Q410069	0	4	0	0	0	0	0
Q410074	2	1	0	0	0	0	0
Q410083	1	0	0	0	0	0	0
Q410179	1	0	0	0	0	0	0
Q410190	0	1	0	0	0	0	0
Q410195	0	3	0	0	0	0	0
Q410198	0	1	0	0	0	0	0
Q410228	0	13	0	0	0	0	0
Q410237	8	0	0	0	0	0	0
Q410285	0	4	0	0	0	0	0
Q410291	4	10	3	0	0	0	0
Q410346	3	0	1	0	0	0	0
Q410352	3	0	0	0	0	0	0
Q410358	2	1	0	0	0	0	0
Q410374	5	0	0	0	0	0	0
Q410400	3	1	1	0	0	0	0
Q410407	0	0	0	0	1	0	0
Q410412	8	0	12	0	0	0	0
Q410431	0	1	0	0	0	0	0
Q410441	3	0	0	0	0	0	0
Q410458	0	0	0	0	0	1	0
Q410462	0	0	0	0	0	2	0
Q410497	0	0	0	0	0	1	0
Q410513	2	0	0	0	0	0	0
Q410529	1	0	0	0	0	0	0
Q410534	6	2	1	0	0	0	0
Q410546	2	1	0	0	0	0	0
Q410551	0	1	0	0	0	0	0
Q410556	0	3	0	0	0	0	0
Q410557	0	4	0	0	0	0	0
Q410572	0	0	0	0	0	1	0
Q410595	1	2	0	0	0	0	0
Q410654	0	0	0	0	0	1	0
Q410663	3	1	0	0	0	0	0
Q410703	0	0	0	0	0	0	1
Q410728	0	17	0	0	0	0	0
Q410789	0	2	0	0	0	0	0
Q410794	0	4	0	0	0	0	0
Q410884	2	0	0	0	0	0	0
Q411014	0	0	0	0	0	0	1
Q411022	0	5	0	0	0	0	0
Q411041	0	3	0	0	0	0	0
Q411046	0	0	0	0	0	1	0
Q411054	0	1	0	0	0	0	0
Q411092	0	1	0	0	0	0	0
Q411142	0	0	0	0	0	1	0
Q411159	9	0	0	0	0	0	0
Q411169	0	0	0	0	0	1	0
Q411188	1	7	0	0	0	0	0
Q411198	0	0	0	0	0	2	0
Q411221	0	0	0	0	0	1	0
Q411225	0	0	0	0	0	1	0
Q411229	16	0	6	0	0	0	0
Q411240	4	4	0	0	0	0	0
Q411250	0	0	0	0	0	1	0
Q411266	0	0	0	0	0	1	0
Q411279	0	0	0	0	0	1	0
Q411305	0	0	0	0	0	0	1
Q411325	4	2	0	0	0	0	0
Q411337	0	0	0	0	0	1	0
Q411347	1	1	0	0	0	0	0
Q411377	2	0	0	0	0	0	0
Q411381	0	0	0	0	0	1	0
Q411386	0	0	0	0	0	1	0
Q411394	0	0	0	0	0	1	0
Q411407	0	0	0	0	0	1	0
Q411412	1	1	0	0	0	0	0
Q411413	0	1	0	0	0	0	0
Q411417	5	0	0	0	0	0	0
Q411424	2	0	0	0	0	0	0
Q411441	1	2	0	0	0	0	0
Q411447	15	0	0	0	0	0	0
Q411456	1	1	0	0	0	0	0
Q411457	1	3	0	0	0	0	0
Q411461	2	5	0	0	0	0	0
Q411478	9	0	4	0	0	0	0
Q411484	0	0	0	0	0	1	0
Q411515	0	3	0	0	0	0	0
Q411517	2	4	0	0	0	0	0
Q4115321	0	0	0	0	0	2	0
Q411557	2	0	0	0	0	0	0
Q411562	0	0	0	0	0	1	0
Q411592	0	0	0	0	0	1	0
Q411629	9	0	0	0	0	0	0
Q411635	2	0	0	0	0	0	0
Q411646	4	0	0	0	0	0	0
Q411648	2	1	0	0	0	0	0
Q411652	0	0	0	0	0	1	1
Q411656	0	0	0	0	0	1	0
Q411659	2	0	0	0	0	0	0
Q411697	2	0	0	0	0	0	0
Q411713	0	0	0	0	0	1	0
Q411720	0	0	0	0	0	1	0
Q411770	0	3	0	0	0	0	0
Q411781	1	2	0	0	0	0	0
Q411822	0	0	0	0	0	1	0
Q411840	0	0	0	0	0	1	1
Q411844	0	0	0	0	0	1	0
Q411859	0	0	0	0	0	1	0
Q411887	1	2	0	0	0	0	0
Q411905	0	6	0	0	0	0	0
Q411917	1	5	0	0	0	0	0
Q411932	0	5	5	0	0	0	0
Q4119676	0	0	0	0	0	1	0
Q4119710	0	0	0	0	0	2	0
Q4119775	0	0	0	0	0	1	0
Q4119779	0	0	0	0	0	1	0
Q4119810	0	0	0	0	0	1	0
Q4119838	0	0	0	0	0	1	0
Q411985	0	5	0	0	0	0	0
Q4119851	0	0	0	0	0	2	0
Q4119858	0	0	0	0	0	2	0
Q4119943	0	0	0	0	0	1	0
Q4120050	0	0	0	0	0	2	0
Q412133	0	3	0	0	0	0	0
Q412143	0	4	0	0	0	0	0
Q412164	1	0	0	0	0	0	0
Q412178	3	3	0	0	0	0	0
Q412194	2	1	0	0	0	0	0
Q412197	8	0	23	0	0	0	0
Q412208	2	0	0	0	0	0	0
Q412221	5	4	0	0	0	0	0
Q412223	16	0	0	0	0	0	0
Q412226	2	11	0	0	0	0	0
Q412236	2	0	2	0	0	0	0
Q412299	2	0	0	0	0	0	0
Q412318	1	0	0	0	0	0	0
Q412323	2	0	0	0	0	0	0
Q412327	0	1	0	0	0	0	0
Q412328	0	0	0	0	0	1	0
Q412356	0	0	0	0	0	1	0
Q412398	0	0	0	0	0	1	0
Q412399	0	0	0	0	0	1	0
Q412415	19	0	0	0	0	0	0
Q412443	6	15	0	0	0	0	0
Q412479	4	1	0	0	0	0	0
Q4124796	0	0	0	0	0	1	0
Q4124798	0	0	0	0	0	1	0
Q412486	1	1	0	0	0	0	0
Q412491	0	0	0	0	0	2	0
Q412492	0	0	0	0	0	1	0
Q412496	1	5	37	0	0	0	0
Q412504	0	9	0	0	0	0	0
Q412515	3	0	0	0	0	0	0
Q412529	0	2	0	0	0	0	0
Q412534	3	3	0	0	0	0	0
Q412538	0	0	0	0	0	1	0
Q412616	2	0	0	0	0	0	0
Q412621	1	0	0	0	0	0	0
Q412645	0	0	0	0	0	1	0
Q412666	2	0	0	0	0	0	0
Q412690	1	1	0	0	0	0	0
Q412694	0	4	0	0	0	0	0
Q412699	0	2	0	0	0	0	0
Q412706	0	0	0	0	0	1	0
Q412720	0	0	0	0	0	0	1
Q412909	1	0	0	0	0	0	0
Q412939	1	0	0	0	0	0	0
Q412950	0	0	0	0	0	1	0
Q412957	0	1	0	0	0	0	0
Q412963	1	1	0	0	0	0	0
Q413023	0	0	0	0	0	1	0
Q413050	0	2	0	0	0	0	0
Q4130924	0	10	0	0	0	0	0
Q413105	0	2	0	0	0	0	0
Q413135	0	0	0	0	0	1	0
Q413140	0	0	0	0	0	1	0
Q413147	3	0	0	0	0	0	0
Q413258	0	0	0	0	0	1	0
Q413278	0	0	0	0	0	1	0
Q413299	3	0	0	0	0	0	0
Q413349	0	0	0	0	0	1	0
Q413374	0	0	0	0	0	1	0
Q413421	0	0	0	0	0	0	1
Q413486	3	1	0	2	0	0	0
Q4134910	0	0	0	0	0	1	0
Q4134912	0	0	0	0	0	1	0
Q4134924	0	0	0	0	0	1	0
Q4134927	0	0	0	0	0	1	0
Q4134929	0	0	0	0	0	1	0
Q4134933	0	0	0	0	0	1	0
Q4134935	0	0	0	0	0	1	0
Q4134938	0	0	0	0	0	1	0
Q4134939	0	0	0	0	0	1	0
Q4134940	0	0	0	0	0	1	0
Q4134941	0	0	0	0	0	1	0
Q4134943	0	0	0	0	0	1	0
Q4134944	0	0	0	0	0	1	0
Q4134945	0	0	0	0	0	1	0
Q4134946	0	0	0	0	0	1	0
Q4134950	0	0	0	0	0	1	0
Q4134951	0	0	0	0	0	1	0
Q4134952	0	0	0	0	0	1	0
Q4134955	0	0	0	0	0	1	0
Q4134956	0	0	0	0	0	1	0
Q4134957	0	0	0	0	0	1	0
Q413504	2	0	0	0	0	0	0
Q413512	0	1	0	0	0	0	0
Q413546	5	6	0	0	0	0	0
Q413578	1	0	0	0	0	0	0
Q413581	7	15	0	0	0	0	0
Q413586	2	0	0	0	0	0	0
Q413591	1	2	37	0	0	0	0
Q413629	0	0	0	0	0	1	0
Q413634	0	0	0	0	0	1	0
Q413677	0	0	0	1	0	0	0
Q413690	3	5	0	0	0	0	0
Q413709	0	0	0	0	0	1	1
Q413717	9	0	0	0	0	0	0
Q413719	0	0	0	0	2	0	0
Q413722	0	0	0	0	0	1	0
Q413728	9	0	0	0	0	0	0
Q413733	0	0	0	0	0	1	0
Q413739	3	0	0	0	0	1	0
Q413744	0	1	0	0	0	0	0
Q413762	5	0	0	0	0	0	0
Q413772	7	3	0	0	0	0	0
Q413784	0	1	0	0	0	0	0
Q4138043	0	0	0	0	0	1	0
Q4138047	0	0	0	0	0	1	0
Q4138048	0	0	0	0	0	1	0
Q4138049	0	0	0	0	0	1	0
Q4138050	0	0	0	0	0	1	0
Q4138058	0	0	0	0	0	1	0
Q4138094	0	0	0	0	0	1	0
Q4138098	0	0	0	0	0	1	0
Q4138101	0	0	0	0	0	1	0
Q4138107	0	0	0	0	0	1	0
Q4138108	0	0	0	0	0	1	0
Q4138110	0	0	0	0	0	1	0
Q4138111	0	0	0	0	0	1	0
Q4138112	0	0	0	0	0	1	0
Q4138113	0	0	0	0	0	1	0
Q4138116	0	0	0	0	0	1	0
Q4138121	0	0	0	0	0	1	0
Q4138146	0	0	0	0	0	1	0
Q4138163	0	0	0	0	0	1	0
Q4138178	0	0	0	0	0	1	0
Q413828	0	0	0	0	0	1	0
Q413840	1	1	0	0	0	0	0
Q4138780	0	0	0	0	0	1	0
Q4138814	0	0	0	0	0	1	0
Q413918	2	0	0	0	0	0	0
Q4139735	0	0	0	0	0	1	0
Q413976	0	8	0	0	0	0	0
Q413987	0	0	0	0	0	1	0
Q413994	5	0	0	1	0	0	0
Q414015	0	0	0	0	0	2	0
Q414028	1	2	1	0	0	0	0
Q414030	4	0	0	0	0	0	0
Q414035	0	0	0	0	0	2	0
Q414075	0	0	0	0	0	1	0
Q414143	2	2	0	0	0	0	0
Q414182	0	0	0	0	0	1	0
Q414225	1	0	0	0	0	0	0
Q414226	0	1	0	0	0	0	0
Q414270	2	0	0	0	0	0	0
Q414275	0	2	0	0	0	0	0
Q414364	0	0	0	0	0	1	0
Q414407	0	1	0	0	0	0	0
Q414430	0	0	0	0	0	1	0
Q414440	0	0	0	0	0	1	0
Q414462	0	1	0	0	0	0	0
Q414463	0	2	5	0	0	0	0
Q414501	0	1	0	0	0	0	0
Q414509	0	0	0	0	0	1	0
Q414518	0	0	0	0	0	1	0
Q414537	0	0	0	0	0	1	0
Q4145945	0	0	0	0	0	1	0
Q414613	0	0	0	0	0	1	0
Q414619	0	0	0	0	0	1	0
Q414626	0	0	0	0	0	1	0
Q414632	0	0	0	0	0	1	0
Q414637	0	0	0	0	0	1	0
Q414673	0	0	0	0	0	1	0
Q414685	0	0	0	0	0	1	0
Q414745	0	1	0	0	0	0	0
Q414767	1	0	0	0	0	0	0
Q414796	3	0	0	0	0	0	0
Q414806	0	0	0	0	0	1	0
Q414832	0	0	0	0	0	1	0
Q414873	1	2	0	0	0	0	0
Q414904	0	1	0	0	0	0	0
Q414909	0	0	0	0	0	1	0
Q414914	2	5	0	0	0	0	0
Q414986	0	2	0	0	0	0	0
Q415032	0	5	0	0	0	0	0
Q415043	0	0	0	0	0	0	1
Q415049	0	0	0	0	0	0	1
Q415062	0	2	0	0	0	0	0
Q415081	1	1	0	0	0	0	0
Q415107	2	0	0	0	0	0	0
Q415113	0	0	0	0	0	1	0
Q415118	0	5	0	0	0	0	0
Q415122	1	1	0	0	0	0	0
Q415144	0	0	0	0	0	1	0
Q415159	0	1	1	0	0	0	0
Q415167	6	0	0	0	0	0	0
Q415178	7	0	0	0	0	0	0
Q415203	1	1	0	0	0	0	0
Q415220	0	2	0	0	0	0	0
Q415238	3	0	0	0	0	0	0
Q415242	1	0	0	0	0	0	0
Q415256	0	0	0	0	0	2	0
Q415259	5	0	0	0	0	0	0
Q415264	2	0	0	0	0	0	0
Q415304	3	0	0	0	0	0	0
Q415329	0	0	0	0	0	1	0
Q415336	3	0	0	0	0	0	0
Q415343	3	0	0	0	0	0	0
Q415366	3	0	0	0	0	0	0
Q415378	7	0	0	0	0	0	0
Q415385	0	0	0	0	0	1	0
Q415392	1	0	0	0	0	0	0
Q415401	2	4	0	0	0	0	0
Q415403	0	1	0	0	0	0	0
Q415411	1	0	0	0	0	0	0
Q415433	2	0	0	0	0	0	0
Q415438	0	0	0	0	0	1	0
Q415484	0	0	0	0	0	1	0
Q415489	0	0	0	0	0	1	0
Q415500	0	0	0	0	0	1	0
Q415512	0	0	0	0	0	2	0
Q415543	0	0	0	0	0	1	0
Q415550	0	3	0	0	0	0	0
Q415563	6	2	0	0	0	0	0
Q415571	6	0	0	0	0	0	0
Q415578	1	0	0	0	0	0	0
Q4155846	0	0	0	0	0	1	0
Q415588	11	0	0	0	0	0	0
Q415602	0	0	0	0	1	0	0
Q415612	0	1	0	0	0	0	0
Q415625	2	0	0	0	0	0	0
Q415673	0	0	0	0	0	1	0
Q415739	5	0	0	0	0	0	0
Q415744	1	3	0	0	0	0	0
Q415752	2	14	0	0	0	0	0
Q41576	0	1	37	0	0	0	0
Q415793	0	4	0	0	0	0	0
Q415837	0	1	0	0	0	0	0
Q415843	5	0	1	0	0	0	0
Q415850	3	0	0	0	0	0	0
Q415869	2	0	0	0	0	0	0
Q415872	0	0	0	0	0	0	1
Q415897	0	0	0	0	0	1	0
Q415909	1	0	0	0	0	0	0
Q415939	9	0	0	0	0	0	0
Q415957	0	6	0	0	0	0	0
Q415970	2	1	0	0	0	0	0
Q415996	0	2	0	0	0	0	0
Q415997	0	15	0	0	0	0	0
Q416025	0	3	0	0	0	0	0
Q416028	0	0	0	0	0	1	0
Q416035	0	0	0	0	0	1	0
Q416096	3	0	0	0	0	0	0
Q4161063	0	0	0	0	0	1	0
Q4161095	0	0	0	0	0	1	0
Q4161097	0	0	0	0	0	1	0
Q4161099	0	0	0	0	0	1	0
Q4161100	0	0	0	0	0	1	0
Q416113	0	1	0	0	0	0	0
Q416128	0	0	0	0	0	1	0
Q4161302	0	0	0	0	0	1	0
Q4161314	0	3	0	0	0	0	0
Q4161316	0	0	0	0	0	1	0
Q416132	10	1	0	0	0	0	0
Q4161380	0	1	0	0	0	0	0
Q4161432	0	0	0	0	0	1	0
Q416154	1	0	0	0	0	0	0
Q4161969	0	0	0	0	0	1	0
Q4161971	0	0	0	0	0	1	0
Q4161972	0	0	0	0	0	1	0
Q4161973	0	0	0	0	0	1	0
Q4161974	0	0	0	0	0	1	0
Q4161977	0	0	0	0	0	1	0
Q4161978	0	0	0	0	0	1	0
Q4161982	0	0	0	0	0	1	0
Q4161983	0	0	0	0	0	1	0
Q4161985	0	0	0	0	0	1	0
Q416206	5	0	37	0	0	0	0
Q4162123	0	0	0	0	0	2	0
Q4162124	0	0	0	0	0	1	0
Q4162125	0	0	0	0	0	1	0
Q416225	0	4	0	0	0	0	0
Q4162372	0	0	0	0	0	1	0
Q4162396	0	0	0	0	0	1	0
Q4162398	0	0	0	0	0	1	0
Q4162421	0	0	0	0	0	1	0
Q4162425	0	0	0	0	0	1	0
Q4162481	0	0	0	0	0	1	0
Q4162487	0	0	0	0	0	1	0
Q4162492	0	0	0	0	0	1	0
Q4162549	0	0	0	0	0	1	0
Q4162554	0	0	0	0	0	1	0
Q4162607	0	0	0	0	0	1	0
Q416291	0	0	0	0	0	1	0
Q416310	0	0	0	1	0	0	0
Q416331	11	1	0	0	0	0	0
Q416341	0	28	0	0	0	0	0
Q416365	0	0	0	0	0	2	0
Q416370	2	0	0	0	0	0	0
Q416381	0	0	0	0	0	2	0
Q4164129	0	0	0	0	0	1	0
Q4164130	0	0	0	0	0	1	0
Q416416	0	0	0	0	0	1	0
Q416427	4	0	0	0	0	0	0
Q416444	1	1	0	0	0	0	0
Q416463	1	1	0	0	0	0	0
Q416473	2	1	0	0	0	0	0
Q416480	0	0	0	0	0	1	0
Q416485	3	0	0	0	0	0	0
Q416507	4	0	0	0	0	0	0
Q416516	0	1	0	0	0	0	0
Q416554	2	14	0	0	0	0	0
Q416584	0	2	0	0	0	0	0
Q416602	0	23	0	0	0	0	0
Q416623	0	0	0	0	0	1	0
Q416632	2	4	8	0	0	0	0
Q416641	0	0	0	0	0	1	0
Q416649	0	0	0	0	0	1	0
Q416650	0	0	0	0	0	1	0
Q416667	0	1	0	0	0	0	0
Q416690	0	0	0	0	0	1	0
Q416701	0	8	0	0	0	0	0
Q416706	2	0	0	0	0	0	0
Q416740	1	0	0	0	0	0	0
Q416759	0	0	0	0	0	1	0
Q416767	0	0	0	0	0	1	0
Q416791	3	0	5	0	0	0	0
Q416861	0	0	0	0	0	1	0
Q416904	0	0	0	0	0	1	0
Q416923	0	0	0	0	0	1	0
Q416950	1	1	0	0	0	0	0
Q416962	0	0	0	0	0	1	0
Q416975	8	0	0	0	0	0	0
Q416978	0	8	3	0	0	0	0
Q416992	0	3	0	0	0	0	0
Q417013	0	0	0	0	0	1	0
Q417022	0	0	0	0	0	1	0
Q417040	0	0	0	0	0	1	0
Q417080	0	0	0	0	0	1	0
Q417086	0	0	0	0	0	1	0
Q417090	0	0	0	0	0	1	0
Q417095	0	0	0	0	0	1	0
Q417097	1	0	0	0	0	0	0
Q417103	0	0	0	0	0	1	0
Q417129	0	0	0	0	0	1	0
Q417141	4	2	0	0	0	0	0
Q417204	1	0	0	0	0	0	0
Q417208	2	0	0	0	0	0	0
Q417211	0	0	0	0	0	2	0
Q417222	5	1	0	0	0	0	0
Q417227	1	0	0	0	0	0	0
Q417240	1	3	5	0	0	0	0
Q417317	2	0	0	0	0	0	0
Q417394	0	0	0	0	0	1	0
Q417403	0	3	0	0	0	0	0
Q417410	0	0	0	0	0	1	0
Q417465	2	2	0	0	0	0	0
Q417489	1	0	0	0	0	0	0
Q417510	0	0	0	0	0	1	0
Q417542	0	7	0	0	0	0	0
Q417555	3	0	0	0	0	0	0
Q417571	1	0	0	0	0	0	0
